Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
PS0055BD10373BL1;Enlarge;4000;10000;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0055BE10133BG1;Enlarge;5000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE10136BG1;Enlarge;5000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE10138BG1;Enlarge;5000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE10233AP1;Enlarge;5000;1000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE10236AP1;Enlarge;5000;1000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE10238AP1;Enlarge;5000;1000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE12133BG1;Enlarge;5000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE12138BG1;Enlarge;5000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE12233AP1;Enlarge;5000;1200;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE12236AP1;Enlarge;5000;1200;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE12238AP1;Enlarge;5000;1200;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE15133BH1;Enlarge;5000;150;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE15138BH1;Enlarge;5000;150;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE15233AP1;Enlarge;5000;1500;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE15236AP1;Enlarge;5000;1500;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE15238AP1;Enlarge;5000;1500;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE18133BH1;Enlarge;5000;180;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE18136BH1;Enlarge;5000;180;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE18236AP1;Enlarge;5000;100;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE18238AP1;Enlarge;5000;1800;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE20233AP1;Enlarge;5000;2000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE20236AP1;Enlarge;5000;2000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE20238AP1;Enlarge;5000;2000;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE22036BF1;Enlarge;5000;22;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE22133BH1;Enlarge;5000;220;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE22136BH1;Enlarge;5000;220;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE22138BH1;Enlarge;5000;220;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE27038BF1;Enlarge;5000;27;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE27133BH1;Enlarge;5000;270;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE27136BH1;Enlarge;5000;270;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE27138BH1;Enlarge;5000;270;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE33036BF1;Enlarge;5000;33;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE33038BF1;Enlarge;5000;33;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE33133BJ1;Enlarge;5000;330;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE33136BJ1;Enlarge;5000;330;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE33138BJ1;Enlarge;5000;330;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE39038BF1;Enlarge;5000;39;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE39133BJ1;Enlarge;5000;390;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE47033BF1;Enlarge;5000;47;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE47036BF1;Enlarge;5000;47;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE47038BF1;Enlarge;5000;47;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE47133BJ1;Enlarge;5000;470;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE47136BJ1;Enlarge;5000;470;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE50133BJ1;Enlarge;5000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE50136BJ1;Enlarge;5000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE50138BJ1;Enlarge;5000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE51138BJ1;Enlarge;5000;510;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE56036BG1;Enlarge;5000;56;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE56133BJ1;Enlarge;5000;560;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE56136BJ1;Enlarge;5000;560;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE56138BJ1;Enlarge;5000;560;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE68033BG1;Enlarge;5000;68;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE68133BJ1;Enlarge;5000;680;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE68136BJ1;Enlarge;5000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE82033BG1;Enlarge;5000;82;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE82036BG1;Enlarge;5000;82;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE82038BG1;Enlarge;5000;82;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055BE82138AP1;Enlarge;5000;820;N2200;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22081.png
PS0055VT15373BL1;Enlarge;3500;15000;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PS0055VT22373BL1;Enlarge;3500;22000;R3500;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22084.png
PZ0180WD50236BJ1;Enlarge;10000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PZ0200WH50238BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PZ0200WJ12238BH1;Enlarge;14000;1200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
PZ0210WH50236BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22082.png
RA012020BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB10133BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB10136BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB12033BF1;Enlarge;2000;12;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB12133BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB12136BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB12138BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB15133BJ1;Enlarge;2000;150;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB16033BF1;Enlarge;2000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB16136BJ1;Enlarge;2000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB16138BJ1;Enlarge;2000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB20033BF1;Enlarge;2000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB20133BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB20136BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB20138BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB25033BF1;Enlarge;2000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB25036BF1;Enlarge;2000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB25138BJ1;Enlarge;2000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB30036BF1;Enlarge;2000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB30136BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB30138BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB40036BH1;Enlarge;2000;40;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB40133BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB40138BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB50036BH1;Enlarge;2000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB50038BH1;Enlarge;2000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB60036BH1;Enlarge;2000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB80033BH1;Enlarge;2000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012020BB80036BH1;Enlarge;2000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB16038BH1;Enlarge;2000;16;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB20038BH1;Enlarge;2000;20;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB25038BH1;Enlarge;2000;25;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB30038BH1;Enlarge;2000;30;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB40038BJ1;Enlarge;2000;40;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB50038BJ1;Enlarge;2000;50;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB60038BJ1;Enlarge;2000;60;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB80038BJ1;Enlarge;2000;80;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB93038BF1;Enlarge;2000;3;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB94038BF1;Enlarge;2000;4;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB95015BF1;Enlarge;2000;5;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB95038BF1;Enlarge;2000;5;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB96038BF1;Enlarge;2000;6;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB98015BF1;Enlarge;2000;8;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA012085BB98038BF1;Enlarge;2000;8;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RA016040BC10133BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC10136BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC10236BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC12138BH1;Enlarge;3000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC16133BH1;Enlarge;3000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC16136BH1;Enlarge;3000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC25033BF1;Enlarge;3000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC25133BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC30033BF1;Enlarge;3000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC50033BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC50133BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC50138BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016040BC80136BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC10236BJ1;Enlarge;3000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC16233BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC16236BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC50133BH1;Enlarge;3000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RA016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB012020BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB12038BF1;Enlarge;2000;12;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB12138BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB16038BF1;Enlarge;2000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB16138BJ1;Enlarge;2000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB20038BF1;Enlarge;2000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB20138BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB25038BF1;Enlarge;2000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB25138BJ1;Enlarge;2000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB30038BF1;Enlarge;2000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB30138BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB40038BH1;Enlarge;2000;40;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB40138BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB50038BH1;Enlarge;2000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB60038BH1;Enlarge;2000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB012020BB80038BH1;Enlarge;2000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RB016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC12138BH1;Enlarge;3000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC16138BH1;Enlarge;3000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC25038BF1;Enlarge;3000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC30038BF1;Enlarge;3000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC40138BJ1;Enlarge;3000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC50138BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC60138BJ1;Enlarge;3000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC80036BG1;Enlarge;3000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016040BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016050BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC50138BH1;Enlarge;3000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RB016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC12136BH1;Enlarge;3000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC16138BH1;Enlarge;3000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC20136BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC25038BF1;Enlarge;3000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC25136BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC30038BF1;Enlarge;3000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC30136BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC40138BJ1;Enlarge;3000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC50136BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC60138BJ1;Enlarge;3000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC80038BG1;Enlarge;3000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016040BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
